#{"t_start": 1770112823.1224694, "env_id": "LunarLander-v3"}
r,l,t
270.642059,288,301.623789
263.662757,164,301.753597
281.088643,481,301.949384
256.379384,375,302.091589
136.352825,1000,302.486573
241.30056,306,302.601687
260.901779,218,302.685162
285.898745,245,302.777915
267.948814,270,302.883092
177.483059,1000,303.298311
295.95255,189,303.373705
152.819165,1000,303.783002
284.60109,207,303.963856
293.64874,327,304.231502
280.673059,223,304.593904
256.34798,355,304.971112
247.780202,262,305.189229
264.022712,245,305.388229
271.577259,383,305.854104
252.431269,264,306.220161
269.940941,296,306.464152
285.22656,508,307.000275
244.949983,340,307.27606
282.330337,449,307.649923
251.739145,738,308.347099
270.970517,302,308.592861
240.313372,286,308.824994
266.354116,192,308.979059
215.283949,410,309.298637
291.15293,317,309.55303
263.272696,182,309.695276
254.433303,315,309.940914
298.263975,318,310.187032
250.523345,265,310.39118
262.59687,309,310.630225
256.253948,370,310.921439
245.115185,367,311.204089
255.816162,333,311.461413
229.209804,276,311.674883
263.604861,214,311.842971
273.839723,298,312.070331
295.762551,179,312.208124
256.739235,374,312.499113
227.399026,264,312.6759
240.189067,324,312.799515
259.87134,369,312.938988
254.747328,286,313.048545
212.691744,375,313.191118
251.587755,389,313.337909
261.421135,298,313.450785
237.255792,611,313.680979
215.467589,332,313.808975
277.014464,329,313.934506
238.560979,425,314.263833
265.933383,329,314.525613
267.846196,238,314.705847
276.265442,385,315.003652
243.815003,255,315.206425
292.545891,167,315.336191
253.844755,317,315.582707
259.52387,278,315.799911
252.52774,176,315.939992
282.125731,214,316.130145
284.06583,333,316.511898
277.874561,211,316.683573
313.420118,214,316.875003
274.720332,190,317.171604
252.576415,204,317.345245
260.056504,249,317.551681
236.099069,515,318.051437
281.236911,189,318.211453
246.252645,347,318.489063
258.692282,264,318.692797
267.416709,328,318.980522
282.637924,273,319.254328
295.395423,228,319.450494
283.430744,252,319.657455
216.16701,328,319.935196
266.214138,530,320.36814
271.246911,220,320.540321
236.881742,256,320.744407
258.789341,253,320.974041
235.268513,240,321.255236
237.802343,281,321.519617
310.261677,264,321.738304
309.177468,172,321.911058
284.49192,250,322.177032
269.45504,266,322.413069
292.524546,356,322.716914
287.742542,174,322.791939
282.984184,225,322.881377
126.265847,1000,323.292303
293.6274,354,323.431153
291.278721,177,323.499262
276.258422,251,323.595152
285.607434,209,323.675328
306.026511,268,323.7769
270.991526,267,323.87893
271.400142,210,323.959507
306.029622,205,324.122888
280.501086,212,324.28675
266.846619,274,324.496167
295.85979,507,324.894683
230.62953,475,325.264686
290.539806,230,325.442543
253.703967,262,325.647264
276.149316,310,325.886398
289.024394,313,326.130464
278.40472,231,326.309971
258.846128,279,326.524242
273.980656,289,326.750638
264.719709,312,326.996115
264.022385,215,327.1689
299.790965,216,327.334657
280.774465,227,327.511374
270.009197,366,327.794511
269.251743,322,328.044703
273.439242,196,328.194234
232.644553,383,328.489706
297.763194,301,328.732897
247.476866,193,328.904836
266.567386,754,329.593699
265.92356,311,329.872613
310.675392,204,330.059148
244.559808,286,330.327986
257.301686,189,330.497576
251.922491,255,330.723081
273.855109,206,330.907095
280.543588,221,331.103277
290.334367,225,331.306232
286.365596,347,331.626179
270.795991,372,331.967963
277.913127,299,332.236819
300.626953,206,332.327583
278.988891,244,332.421085
260.653858,210,332.501986
246.8144,227,332.589007
279.24708,180,332.659381
220.914809,266,332.761364
277.015671,182,332.831669
310.704034,187,332.903765
260.646919,213,332.985465
262.911368,208,333.064951
265.410109,294,333.335726
296.118337,212,333.527561
306.53815,241,333.74332
232.341225,274,333.990508
315.357504,235,334.198333
242.947467,247,334.423088
294.870831,419,334.806074
238.54813,418,335.18197
232.608671,353,335.500434
254.328703,356,335.824413
287.099801,268,336.069532
310.049988,209,336.258922
278.66782,249,336.483873
294.272363,217,336.67744
63.220576,118,336.781955
307.233085,251,337.004891
316.514697,223,337.203672
46.139881,171,337.354752
304.529093,194,337.530205
257.922365,415,337.904229
248.039596,354,338.219141
238.916769,842,338.985716
307.831838,184,339.154832
285.909019,293,339.419705
272.860889,181,339.579249
70.119626,152,339.71426
235.200073,257,339.948632
281.203532,172,340.101964
255.1728,365,340.437477
227.848142,297,340.705472
312.934425,257,340.912889
294.597387,382,341.217153
316.80781,221,341.390162
295.876381,197,341.545877
254.442304,222,341.719669
136.775252,1000,342.317192
290.392966,192,342.390468
283.331516,202,342.468925
243.092224,231,342.557021
264.025028,222,342.642126
269.784542,228,342.730859
261.579879,187,342.802593
262.329199,370,342.947442
236.061941,224,343.034111
267.800863,199,343.109932
85.971143,125,343.212166
277.679628,200,343.369283
265.847181,190,343.5158
275.404627,313,343.764621
305.833935,199,343.922213
255.823867,310,344.163099
258.08892,286,344.385247
292.455266,296,344.619656
276.084241,224,344.800127
281.356594,203,344.959185
242.374897,395,345.266301
254.207032,279,345.497236
275.323004,223,345.714457
235.042587,442,346.228046
291.366572,361,346.523112
262.993455,231,346.732403
271.196193,204,346.993652
277.197705,333,347.327329
278.485092,290,347.615068
291.297717,279,347.918831
235.923855,262,348.1748
262.337025,202,348.353795
264.777436,192,348.526778
233.551884,362,348.871768
240.975821,686,349.474478
289.785334,364,349.774954
288.309398,254,349.975548
290.650815,386,350.30076
299.591029,189,350.455924
269.215283,219,350.643224
256.562345,443,351.044662
311.746679,199,351.224398
239.845194,172,351.376707
263.128642,234,351.584561
251.662385,238,351.800324
250.651631,263,352.089705
255.638284,219,352.172879
289.687471,196,352.247524
258.219547,247,352.34144
297.930452,224,352.428154
231.566086,228,352.514994
257.663329,188,352.586989
315.704329,173,352.653799
299.301343,169,352.71808
234.865926,248,352.812678
287.733356,187,352.982539
41.079716,79,353.054073
266.515615,243,353.271353
277.198176,415,353.643415
287.833714,231,353.853779
273.274977,290,354.112593
258.64845,177,354.270322
259.235211,227,354.473274
287.52188,258,354.710502
297.121752,181,354.873685
272.153723,292,355.148209
255.662528,198,355.343473
251.909558,297,355.634542
312.616107,167,355.797559
274.836999,216,356.000066
219.088195,268,356.254205
238.056548,392,356.673645
285.643709,162,356.833678
258.3127,717,357.627266
287.397442,401,358.027314
254.23432,290,358.29859
247.304253,243,358.529006
280.768892,237,358.726595
313.16316,171,358.869208
268.04139,201,359.054646
298.917168,257,359.282722
250.686036,301,359.68032
277.753286,168,359.833518
255.451734,287,360.107564
286.977643,248,360.318056
252.710464,385,360.672033
220.546838,307,360.991929
284.126705,362,361.307714
243.25375,390,361.629161
266.535515,246,361.828367
278.223075,158,362.295015
286.986274,166,362.359561
297.395401,183,362.430961
261.545905,209,362.511567
234.934098,249,362.607515
259.461955,240,362.698333
254.612702,203,362.775131
275.283279,448,362.950274
321.96143,195,363.024771
265.737037,251,363.119968
271.960856,220,363.295173
296.997849,260,363.51597
293.967923,231,363.708731
256.565894,194,363.860981
255.460909,278,364.076862
302.393371,192,364.229334
304.338932,237,364.412684
283.66703,162,364.539083
275.96152,261,364.741855
249.616822,227,364.920584
255.654013,202,365.079074
270.923821,238,365.269814
305.492656,263,365.472797
265.47468,236,365.660365
286.256309,160,365.785004
244.508973,251,365.977396
251.788384,410,366.299546
46.925376,127,366.399507
242.743625,312,366.64184
294.420746,225,366.819041
141.234179,1000,367.615887
282.434629,254,367.815312
254.19428,167,367.945739
230.594392,635,368.437409
226.201451,571,368.884846
297.126762,177,369.023566
276.444677,277,369.238992
301.021394,206,369.398745
251.310694,248,369.591969
284.254937,278,369.810345
291.659841,267,370.021956
302.160773,160,370.147857
269.954916,230,370.326412
300.446665,391,370.65448
268.53514,306,370.893323
179.47859,1000,371.480223
171.511776,1000,371.893817
253.926128,407,372.056144
153.743367,1000,372.458082
314.028822,165,372.524091
168.466751,1000,372.952376
244.009441,176,373.02332
320.404543,184,373.100453
138.797713,1000,373.509511
160.997893,1000,373.910055
289.592497,192,374.062704
290.675792,301,374.299933
285.999826,244,374.495199
316.776081,296,374.724956
265.714595,218,374.894559
250.712912,378,375.2068
276.361187,154,375.326942
289.735818,194,375.479648
264.945497,163,375.638229
281.964775,173,375.823645
250.753165,189,376.006865
284.170853,228,376.194625
236.460114,412,376.543656
224.296741,411,376.956626
296.195653,309,377.253123
277.56025,248,377.456125
252.202271,398,377.78168
251.290389,286,378.00487
274.433112,218,378.175346
287.503052,255,378.373039
280.529751,178,378.512835
273.332537,204,378.671591
265.914482,294,378.903307
259.364692,277,379.116848
303.343183,198,379.272414
266.346599,213,379.446701
280.382412,309,379.727985
303.11385,251,379.993851
251.18873,189,380.212611
67.167723,135,380.324651
309.679661,511,380.760035
259.868718,187,380.91762
294.993574,253,381.132492
273.954729,262,381.346836
282.572154,235,381.546573
299.017207,171,381.689223
249.586044,299,381.924811
247.549037,287,382.212401
260.224932,148,382.371653
225.454702,289,382.619913
273.3453,198,382.704698
250.449402,258,382.809474
269.545052,257,382.913835
217.592096,343,383.0474
284.377773,240,383.144912
251.550645,326,383.274885
311.082748,204,383.362676
278.514233,231,383.457268
277.242808,297,383.574111
267.677963,231,383.774153
234.681978,202,383.941983
301.114905,260,384.152077
257.857755,262,384.434887
302.377016,242,384.68925
288.879949,309,384.943979
313.614802,221,385.124631
293.599165,218,385.314322
275.803383,266,385.537185
226.893576,841,386.21382
275.232196,271,386.426142
240.10677,232,386.60754
249.511635,448,386.958335
246.032827,368,387.243745
213.821219,642,387.748892
307.679371,203,387.907158
288.82901,369,388.193039
297.795407,263,388.395656
238.845708,355,388.671419
307.581172,248,388.871327
233.70336,404,389.185035
269.447676,550,389.616911
302.10518,206,389.776442
256.186575,472,390.151111
281.446826,318,390.433458
260.424139,289,390.695817
305.05351,230,390.901672
299.479605,227,391.108596
257.003925,337,391.410549
230.403168,201,391.591593
294.413272,212,391.781823
264.021369,203,391.951284
264.798531,181,392.021253
282.861204,549,392.24036
292.463581,508,392.442533
271.415661,205,392.520068
286.45312,187,392.591537
257.616091,258,392.690072
289.365915,250,392.785769
307.945563,213,392.866944
316.182732,196,392.941846
275.845761,187,393.114075
309.550711,237,393.331696
287.343528,205,393.517255
252.276289,173,393.676517
245.254704,232,393.888766
275.253247,259,394.122967
269.990214,247,394.339919
275.612434,196,394.514133
245.332966,196,394.690667
246.717985,199,394.870474
267.00484,291,395.135522
294.921094,221,395.33583
42.979635,148,395.471654
283.138782,304,395.738327
250.802265,151,395.874265
292.576091,327,396.167668
316.096867,249,396.389224
261.479425,235,396.600114
253.361342,231,396.803198
278.01891,219,396.998882
296.449779,222,397.198187
279.389235,188,397.366421
272.333386,557,397.882547
296.098846,182,398.046007
264.577131,182,398.213248
258.126631,353,398.533857
255.484334,280,398.785751
249.047395,245,399.007081
259.860229,337,399.283499
279.760939,178,399.421093
228.090862,468,399.784281
289.596752,233,399.965501
250.474047,223,400.140589
239.484388,269,400.349846
291.755494,181,400.491141
280.73507,165,400.618207
262.045981,192,400.769022
293.019746,220,400.940086
272.968626,302,401.17363
293.544246,211,401.3544
265.458814,237,401.552672
248.029064,205,401.691278
246.323438,181,401.765271
247.742106,176,401.837471
281.368792,330,401.9794
305.846269,213,402.071557
284.154061,231,402.182716
294.229635,255,402.308361
267.929183,162,402.380853
255.747373,159,402.450611
295.75784,233,402.548437
290.323872,196,402.749465
278.763642,353,403.104092
248.401121,278,403.336233
280.01614,188,403.490421
34.76818,180,403.618993
280.620498,244,403.794648
222.709298,463,404.158633
298.650567,224,404.374142
272.715242,189,404.524323
265.504285,207,404.686862
283.734905,306,404.915718
233.646298,357,405.205569
243.552477,257,405.405633
296.728662,263,405.602248
267.891661,252,405.791127
289.233955,323,406.029375
264.846525,166,406.155392
289.12268,221,406.350024
300.072357,186,406.534259
245.090143,229,406.74972
304.581233,274,406.949537
300.197703,196,407.096041
266.016539,373,407.520831
281.12883,186,407.707458
301.691591,522,408.194617
265.813021,314,408.487683
245.508162,161,408.641464
263.061722,187,408.884141
286.211368,219,409.116883
252.619576,237,409.356067
258.283234,316,409.676146
250.981791,191,409.867656
301.186852,260,410.12651
274.434467,272,410.388897
251.452121,181,410.567092
286.689164,171,410.751549
269.760566,641,411.410327
306.570281,210,411.715747
296.530674,234,411.809763
65.254811,149,411.869322
298.827692,211,411.953126
290.244163,214,412.03893
289.373085,218,412.125873
261.340137,179,412.196529
254.759763,187,412.270668
277.342782,150,412.330311
318.758587,190,412.405111
293.695562,220,412.5952
244.933054,360,412.960729
299.989379,264,413.215023
277.002447,167,413.367519
262.704911,244,413.587653
253.159947,189,413.751968
220.005725,501,414.183575
31.007021,107,414.280597
235.620804,213,414.487983
274.811711,320,414.769531
295.344516,208,414.952503
151.426186,1000,415.864367
280.728955,164,415.993593
307.757273,251,416.201071
299.361039,174,416.348658
267.973899,178,416.497268
309.892413,216,416.683523
266.922488,188,416.83858
290.851028,201,417.026728
260.144153,166,417.190258
35.231153,89,417.280758
302.489046,224,417.486622
295.389741,215,417.669999
255.768839,169,417.811177
284.180173,442,418.171998
314.393894,193,418.324575
61.483679,134,418.430773
37.41544,106,418.511089
265.660534,198,418.664747
299.409154,200,418.819604
287.253059,206,418.984279
301.661153,336,419.246219
285.00832,180,419.389709
277.427619,245,419.581527
274.279189,188,419.739599
29.608839,109,419.831667
261.61544,217,420.007933
279.68727,365,420.331672
249.814311,165,420.463271
183.597185,1000,421.40896
300.766353,220,421.493215
275.500041,211,421.573684
302.968245,245,421.67132
304.86414,187,421.745499
293.669583,238,421.836628
312.001881,181,421.907001
241.169643,295,422.030898
24.994482,121,422.079377
293.752192,450,422.264403
307.666083,165,422.410736
66.986466,111,422.559882
324.330428,245,422.824266
282.457842,229,423.01818
270.241188,296,423.26438
279.945493,256,423.473575
261.695387,232,423.795754
280.64139,220,423.99003
300.419951,235,424.183306
32.727837,111,424.27284
31.073195,124,424.372631
288.515481,250,424.763044
271.553522,229,424.963111
275.651072,366,425.289077
289.416333,268,425.529212
52.045141,96,425.618134
261.608514,946,426.44698
32.148973,138,426.581978
278.59518,227,426.770612
301.562687,238,426.991819
252.916534,228,427.198481
274.649436,248,427.429662
75.213598,107,427.52459
310.608349,227,427.717513
13.620476,109,427.808572
176.14121,1000,428.683015
30.62737,176,428.830756
291.864098,230,429.025272
284.510443,239,429.230715
284.414934,189,429.403213
279.730365,300,429.664582
-0.488314,103,429.759427
266.502408,338,430.04361
268.342782,316,430.314885
272.684022,217,430.497103
62.432779,97,430.578618
250.908373,209,430.750671
6.905596,117,430.844476
43.239725,134,430.970528
64.46271,90,431.059461
305.650433,238,431.303806
262.849199,156,431.479151
245.233642,247,431.581076
299.48965,186,431.655643
262.376504,366,431.806187
323.746373,190,431.8836
235.29022,381,432.043657
162.116382,1000,432.458679
256.674597,255,432.563569
288.37338,238,432.659578
291.498232,230,432.752722
20.021699,107,432.84958
237.915198,200,433.017499
293.231616,211,433.215923
51.701982,135,433.362244
269.324415,435,433.781088
35.815979,110,433.871977
277.876554,249,434.123371
263.130635,187,434.318453
55.533415,114,434.417184
287.447979,345,434.702244
38.550982,105,434.793664
254.384907,366,435.105461
57.482088,114,435.221675
250.204878,523,435.710853
292.189347,373,436.031975
268.575312,176,436.178276
247.585426,214,436.355213
280.173621,181,436.503597
261.60535,338,436.790268
253.020166,189,436.949023
297.140997,305,437.193457
274.222681,228,437.371199
272.09444,283,437.594372
285.138989,272,437.808039
299.480049,210,437.974684
284.547605,234,438.155687
285.548244,234,438.343361
50.392267,113,438.430698
272.510773,211,438.593935
267.568366,152,438.713201
300.386262,302,438.982132
278.763863,301,439.292037
38.901583,119,439.401872
282.844919,224,439.626077
47.654417,100,439.725345
281.360984,253,439.983751
266.881155,197,440.174888
295.939137,209,440.357692
257.413115,163,440.489086
20.715366,96,440.569427
299.834439,206,440.742077
274.32152,197,440.909642
-44.054529,80,440.993365
63.091417,117,441.090924
69.076517,115,441.187369
15.913192,111,441.277216
264.962226,251,441.498757
267.392159,188,441.615692
296.321814,703,441.904801
254.372524,536,442.131843
-14.561811,108,442.176404
259.340217,163,442.244608
28.775232,113,442.291277
260.74345,276,442.405715
314.61112,188,442.48491
37.756024,87,442.521058
-26.135912,104,442.562728
286.53492,253,442.781038
283.871555,247,442.995216
57.241565,101,443.104503
253.395233,181,443.286487
275.929143,272,443.56422
71.415705,140,443.695545
-15.09886,122,443.812126
-15.301413,92,443.90164
250.088637,171,444.088423
283.515368,232,444.349439
35.901706,110,444.475957
42.64812,130,444.60805
35.829595,115,444.731426
271.937312,200,444.958727
51.563976,94,445.050663
2.509335,121,445.167815
262.150735,238,445.39485
20.058962,116,445.504271
42.344812,124,445.699614
54.852034,91,445.790905
35.547417,94,445.887635
46.51749,125,445.996929
33.124314,114,446.09093
299.06185,282,446.324981
253.085963,200,446.493425
48.882126,98,446.579184
51.718543,165,446.717714
278.648768,527,447.179117
32.880133,92,447.263905
60.267104,109,447.354611
-10.354864,86,447.428368
253.78354,246,447.637895
48.730242,130,447.744802
2.602558,107,447.833542
15.221388,116,447.930807
10.837454,104,448.018492
45.486425,141,448.134605
267.750683,663,448.749835
16.67206,99,448.85308
32.961554,98,448.95186
42.878152,99,449.034995
246.083077,205,449.207986
46.833583,117,449.30319
36.154766,96,449.402954
30.158909,119,449.523772
37.029752,133,449.657607
25.672391,107,449.766079
31.628098,128,449.880308
26.446512,106,449.969167
23.907067,122,450.081896
60.377258,154,450.219135
26.150511,104,450.315159
22.546767,138,450.430912
15.985589,99,450.512435
275.167516,290,450.754256
289.971773,397,451.123525
271.691038,337,451.414582
-16.495139,123,451.515017
28.179045,91,451.589438
21.49813,107,451.681619
34.586276,126,451.78367
18.162386,139,451.890203
-0.045038,105,451.932754
247.068717,161,452.000369
15.267253,117,452.048312
11.144203,115,452.095567
268.128229,204,452.178959
40.454048,135,452.234878
40.471024,113,452.281093
136.925077,1000,452.690156
42.055794,131,452.741816
55.86961,123,452.851532
31.315766,142,452.969383
1.396676,100,453.075458
35.967862,91,453.171967
40.652759,111,453.291569
22.295524,102,453.442219
-1.062204,102,453.547971
8.063089,105,453.633847
35.346468,129,453.752702
14.851805,119,453.856091
3.040975,99,453.942343
43.779334,90,454.017555
38.152069,132,454.125177
50.392183,106,454.225855
249.625718,253,454.530603
1.526014,103,454.616122
46.480766,190,454.782354
27.139798,125,454.889067
58.013162,149,455.073936
-32.366522,93,455.15002
61.123156,94,455.234809
261.917267,225,455.431367
43.262864,148,455.564117
37.965214,127,455.671165
18.676038,100,455.762403
25.406127,131,455.873013
24.590846,124,456.006308
43.179922,111,456.102746
30.281992,154,456.232702
281.799324,304,456.490937
-2.661297,114,456.586079
9.850295,105,456.672639
34.155724,114,456.765881
255.844176,258,456.997483
14.924783,104,457.1017
37.276528,93,457.192956
254.062765,331,457.501985
28.664266,109,457.623124
22.264514,105,457.731813
45.02015,117,457.843473
10.320795,102,457.938525
252.685959,213,458.113705
-14.574426,104,458.196141
70.786624,122,458.293269
272.732461,181,458.442512
62.24992,114,458.53547
60.158075,104,458.622442
248.252459,166,458.762625
4.183175,106,458.857159
46.333785,91,458.934644
28.585752,113,459.033595
22.859072,149,459.162332
34.208516,102,459.248016
9.453485,104,459.332932
27.839161,109,459.428344
288.730184,995,460.345912
62.088577,95,460.438442
258.431755,196,460.601722
65.608786,95,460.685203
35.124675,130,460.790973
65.268297,149,460.910798
261.614946,165,461.047703
30.86904,88,461.123205
59.589294,151,461.247046
28.567763,95,461.325837
298.581686,210,461.502931
68.061545,172,461.864587
10.335477,104,461.907091
46.576595,94,461.945758
33.441994,114,461.992534
24.372597,118,462.040628
27.076519,116,462.087575
40.925772,103,462.129508
268.737667,199,462.214892
266.928176,237,462.309497
12.666391,102,462.350272
300.322317,204,462.526676
14.666537,102,462.610525
26.912529,107,462.706707
39.065403,101,462.826676
64.813332,169,463.045716
68.29598,147,463.187181
60.141683,142,463.313461
33.259829,123,463.48275
47.722359,156,463.663522
22.417202,128,463.778136
34.770083,126,463.885227
3.74959,109,463.985258
15.9028,109,464.10913
55.149133,93,464.212915
27.12815,122,464.330534
11.067394,111,464.422641
275.886543,443,464.804488
287.294836,214,465.030547
75.367199,166,465.179234
27.901567,104,465.270407
259.073722,176,465.421429
311.421312,224,465.606255
51.637657,122,465.706607
43.739462,135,465.826426
31.968635,126,465.963268
56.656073,96,466.072921
319.681258,292,466.367701
260.007529,416,466.789521
298.379435,243,467.013788
263.959101,344,467.367037
54.41822,95,467.465027
54.782798,118,467.583781
44.344771,99,467.686617
281.781628,287,467.982155
280.285452,159,468.152428
283.404578,181,468.352208
254.329483,216,468.568431
33.563729,125,468.68411
62.214694,96,468.772442
280.578284,190,468.947873
43.537283,99,469.049475
-2.171688,102,469.166709
57.753057,106,469.291128
283.278762,202,469.509151
-12.591973,105,469.619961
306.357236,204,469.846818
43.458438,115,469.965151
63.217273,159,470.135685
32.648834,101,470.247323
282.382801,250,470.500668
171.374173,1000,471.427577
285.735837,206,471.623112
268.432528,244,471.845274
26.718689,150,471.976691
281.850861,733,472.481109
239.365576,197,472.561127
313.309611,594,472.797049
47.860113,126,472.845121
34.559471,122,472.891308
289.07006,481,473.07923
276.345395,256,473.179538
247.963205,202,473.257876
49.856464,100,473.295796
257.373322,555,473.517317
228.076364,234,473.73144
261.897008,287,473.9568
244.350882,188,474.105839
294.171853,327,474.359693
285.008403,229,474.552049
285.126155,225,474.726254
269.31824,259,474.933589
283.883707,265,475.139236
300.95203,201,475.296885
17.987993,118,475.38787
204.310543,210,475.555587
47.789324,95,475.6406
49.012179,127,475.746312
224.853705,232,475.939588
51.265121,123,476.044377
57.271636,112,476.13778
282.590447,188,476.282176
244.745001,293,476.513678
240.900088,315,476.763634
291.893596,172,476.900644
280.46023,188,477.046753
294.345691,213,477.21353
260.332168,192,477.364821
31.951118,114,477.45141
292.517116,466,477.83643
248.16872,420,478.166912
282.489428,237,478.354221
247.728993,232,478.536881
272.102734,231,478.717737
245.319598,784,479.379582
68.330592,133,479.497379
240.871766,215,479.690572
262.195673,188,479.865319
299.523311,259,480.096868
284.975313,165,480.249855
281.636225,306,480.52921
268.233395,212,480.719547
273.175533,263,480.966442
269.508255,277,481.293608
274.688789,184,481.469708
311.467271,316,481.76884
268.470914,368,482.16573
263.771082,503,482.376807
136.619176,1000,482.788213
108.230717,1000,483.235874
288.48886,777,483.566558
147.722612,1000,483.969182
136.814613,1000,484.385933
263.110065,164,484.451917
265.167474,179,484.527473
241.779405,213,484.630901
277.944527,283,484.972521
283.26469,260,485.229837
289.31347,258,485.472997
279.724045,286,485.75581
269.651419,438,486.270506
276.485781,375,486.669833
33.627516,110,486.79221
258.795343,245,487.046036
262.734298,334,487.392357
298.159156,345,487.785954
254.538309,315,488.101893
248.462309,171,488.287237
228.972075,303,488.616224
242.136997,316,488.97924
282.373065,173,489.160383
266.393166,413,489.644803
262.467491,204,489.859394
299.967032,238,490.09122
261.217443,447,490.547
287.421275,303,490.860957
246.042559,180,491.05006
299.81441,277,491.338997
271.410584,220,491.549513
255.325653,274,491.81121
279.309279,348,492.110597
266.486174,390,492.438345
285.210471,192,492.600555
255.767405,322,492.960869
295.09168,167,493.115723
292.956739,163,493.275065
287.711615,419,493.664894
265.390817,206,493.879677
270.85697,252,494.109842
26.445744,108,494.204823
273.846498,207,494.394008
302.674393,178,494.554049
297.134697,208,494.735424
251.811543,171,494.874648
145.442332,1000,495.344233
297.754965,255,495.445466
130.111877,1000,495.890684
144.454337,1000,496.390214
200.289476,1000,496.845672
132.037121,1000,497.273539
299.667202,298,497.394
160.329645,1000,497.815003
45.057534,131,497.867169
313.27119,180,498.043483
42.064869,109,498.156281
299.751276,334,498.474204
282.624247,171,498.635312
245.285787,208,498.860268
271.889915,363,499.234655
300.189541,236,499.466629
233.121706,241,499.695743
276.237377,276,499.985532
285.564021,257,500.263234
291.022854,275,500.531197
287.035564,281,500.79782
271.390695,329,501.134603
250.28724,720,501.997658
258.749744,194,502.195314
258.406511,452,502.674239
287.798227,158,502.826593
291.741187,208,503.065418
238.12813,426,503.51834
285.360276,232,503.798302
269.135021,630,504.411072
292.05256,233,504.631984
254.7034,410,505.032753
211.001472,381,505.409963
272.288933,722,506.162328
32.849943,121,506.292777
242.245226,312,506.610269
285.985801,391,507.033807
263.511052,209,507.282744
234.007591,185,507.489467
293.982767,251,507.766395
272.686118,257,508.031918
259.26993,217,508.285434
274.110247,204,508.400035
257.823471,175,508.469123
276.724494,172,508.536993
286.201664,260,508.64241
286.285062,184,508.721332
294.189407,186,508.799859
284.625994,234,508.894309
146.898796,1000,509.307269
299.973163,237,509.401874
291.464557,250,509.502529
279.820763,167,509.668586
295.919821,294,509.997067
249.205182,191,510.192055
282.478113,290,510.50354
311.412729,170,510.678414
242.03711,571,511.258468
287.603081,206,511.451841
263.035277,248,511.69846
280.9764,173,511.863723
249.466689,182,512.026275
302.527154,270,512.297574
306.581235,256,512.57982
267.860854,232,512.830866
260.52419,176,513.000903
257.813673,228,513.23989
246.456858,209,513.448776
273.978492,224,513.683396
283.854223,274,513.93778
314.445521,189,514.094185
88.63908,97,514.182046
18.157155,126,514.286668
273.207584,183,514.442917
247.330047,237,514.689187
254.109156,171,514.862058
263.027171,214,515.042558
268.985471,187,515.204013
314.727302,291,515.448348
262.685938,188,515.608514
51.822766,126,515.717344
53.885844,135,515.827332
301.750274,237,516.019003
271.036115,231,516.23534
299.809451,231,516.493798
313.269429,269,516.733404
266.131393,340,517.014321
301.967739,274,517.246907
36.677271,120,517.344182
257.037982,191,517.503879
281.953089,139,517.621798
262.558028,185,517.791029
293.339823,317,518.051927
288.434872,202,518.210076
280.7307,315,518.459354
32.570088,120,518.555688
287.713827,157,518.682867
53.073633,137,518.788959
293.003492,208,518.894922
274.035491,442,519.063272
153.148765,1000,519.460966
172.07883,1000,519.860417
151.268535,1000,520.2609
274.642264,181,520.332061
257.505823,206,520.412189
246.029357,726,520.698633
292.584956,201,520.776405
239.080686,512,520.978282
260.62616,335,521.243472
270.542278,209,521.407842
282.120162,195,521.561234
46.297873,131,521.662739
257.849538,169,521.792725
252.194706,177,521.952097
268.788428,309,522.278858
292.793542,212,522.459003
39.518887,127,522.564687
42.275339,124,522.67139
271.797985,455,523.072674
275.374608,380,523.404581
310.417297,180,523.555914
279.067142,207,523.730853
250.147824,218,523.910338
55.471272,109,524.020894
64.393431,127,524.161833
245.857828,406,524.578088
279.852965,218,524.785041
293.731206,265,525.052816
263.595849,395,525.458211
31.688564,93,525.561162
25.315013,131,525.79693
287.65103,283,526.072073
265.550574,259,526.303284
243.633179,282,526.552527
237.004683,196,526.714777
282.428774,264,526.95168
253.23583,160,527.088857
280.175849,314,527.344821
283.673617,197,527.506726
227.38795,257,527.722716
300.923146,265,527.944785
297.069835,180,528.097323
279.427561,235,528.343927
257.337816,306,528.65515
293.949736,238,528.85115
260.887928,181,529.006502
291.027915,204,529.174499
288.764224,264,529.419967
282.931833,216,529.630913
49.975537,126,529.759044
288.909389,264,530.00226
303.842119,210,530.20595
194.517171,1000,530.598707
140.781026,1000,530.997792
190.543966,1000,531.396438
280.120368,193,531.470222
265.53815,170,531.536934
155.017461,1000,531.958547
289.705939,253,532.064427
184.786692,1000,532.494139
173.656476,1000,532.903967
